tag,categoria,processos_origem,descricao,quantidade_eventos,porcentagem_total
mke2fs,Outros / Serviços Gerais do SO,servicemanager,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
liblog,Outros / Serviços Gerais do SO,"system_server (85.7%), pid:392 (14.3%)",Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
cameraserver,Outros / Serviços Gerais do SO,pid:758,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
Zygote64Timing,Outros / Serviços Gerais do SO,zygote64,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
SupervisionService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
wm_task_created,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
PinnerService,Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",7,0.02%
ConnectivityServiceInitializer,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
ConditionProviders.SCP,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
UsbPortManager,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
AS.AudioDeviceBroker,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
AppShortcutManager,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
CarServiceHelper,Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",7,0.02%
GnssManager,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
C2SoftH263Enc,Outros / Serviços Gerais do SO,mediaswcodec,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
UserController.UserState,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",7,0.02%
wm_on_create_called,Subssistema Automotivo (AAOS),"com.android.car.mapsplaceholder (28.6%), android.car.cluster (28.6%), com.android.car.settings (14.3%)","Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",7,0.02%
VRI[FallbackHome],Outros / Serviços Gerais do SO,com.android.car.settings,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
WindowOnBackDispatcher,Outros / Serviços Gerais do SO,"com.android.car.settings (28.6%), android.car.cluster (28.6%), com.google.android.car.kitchensink (14.3%)",Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
CoreBackPreview,Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",7,0.02%
UwbConfigStore,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",7,0.02%
Ts43PhoneNumberController,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
RadioConfig,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
PinStorage,Gestão de Usuários e Acesso,com.android.phone,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",7,0.02%
CellBroadcastServiceManager,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
SmsApplication,Outros / Serviços Gerais do SO,"com.android.phone (57.1%), com.android.messaging (42.9%)",Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
PhoneCfgMgr,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
CarSystemBarController,Subssistema Automotivo (AAOS),com.android.systemui,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",7,0.02%
CellBroadcastConfigService,Outros / Serviços Gerais do SO,com.android.cellbroadcastreceiver.module,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
UiccCardApplication [0],Subssistema Automotivo (AAOS),com.android.phone,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",7,0.02%
ControllerMetricsStats,Subssistema Automotivo (AAOS),com.android.phone,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",7,0.02%
NotificationHistory,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",7,0.02%
bluetooth-a2dp-aidl,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
WifiHealthMonitor,Outros / Serviços Gerais do SO,system_server,Monitoramento de integridade e escaneamento da interface Wi-Fi,7,0.02%
TextServicesManagerService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
CAR.MEDIA,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",7,0.02%
am_kill,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
DockItemViewController,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,7,0.02%
BIOS-e820,Outros / Serviços Gerais do SO,servicemanager,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
printk,Outros / Serviços Gerais do SO,servicemanager,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
mtrr,Outros / Serviços Gerais do SO,servicemanager,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
kvm-guest,Outros / Serviços Gerais do SO,servicemanager,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
kvm_amd,Outros / Serviços Gerais do SO,servicemanager,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
F2FS-fs (vda9),Outros / Serviços Gerais do SO,servicemanager,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
usb3,Outros / Serviços Gerais do SO,servicemanager,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
MediaUtils,Outros / Serviços Gerais do SO,"pid:764 (33.3%), mediaextractor (33.3%), audioserver (33.3%)",Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
audioserver_main,Outros / Serviços Gerais do SO,audioserver,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
GCH_CameraProvider,Outros / Serviços Gerais do SO,pid:714,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
LocalDisplayAdapter,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
service_manager_stats,Outros / Serviços Gerais do SO,"system_server (66.7%), com.android.phone (33.3%)",Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
WifiContext,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",6,0.01%
FingerprintProvider/default,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
SoundTriggerService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
DisplayBrightnessStrategySelector,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
TestHarnessModeService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
Nl80211Proxy,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
ApexCodecsLazy,Outros / Serviços Gerais do SO,"com.android.providers.media.module (33.3%), pid:2987 (16.7%), system_server (16.7%)",Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
Codec2Client,Outros / Serviços Gerais do SO,"com.android.providers.media.module (33.3%), pid:2987 (16.7%), system_server (16.7%)",Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
GnssCallbackJni,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
C2SoftIamfDec,Outros / Serviços Gerais do SO,mediaswcodec,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
SystemStateInterface,Outros / Serviços Gerais do SO,com.android.car,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
am_user_state_changed,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",6,0.01%
CCodecBuffers,Outros / Serviços Gerais do SO,"system_server (66.7%), com.android.systemui (33.3%)",Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
wm_task_to_front,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
wm_create_task,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
wm_create_activity,Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",6,0.01%
SecureElementService,Outros / Serviços Gerais do SO,com.android.se,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
wm_restart_activity,Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",6,0.01%
wm_on_start_called,Subssistema Automotivo (AAOS),"com.android.car.mapsplaceholder (33.3%), android.car.cluster (33.3%), com.android.car.settings (16.7%)","Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",6,0.01%
wm_on_resume_called,Subssistema Automotivo (AAOS),"com.android.car.mapsplaceholder (33.3%), android.car.cluster (33.3%), com.android.car.settings (16.7%)","Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",6,0.01%
RadioConfigResponseAidl,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
GsmInboundSmsHandler,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
CdmaInboundSmsHandler,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
CarrierActionAgent,Subssistema Automotivo (AAOS),com.android.phone,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",6,0.01%
DIC-0,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
DCM-0,Subssistema Automotivo (AAOS),com.android.phone,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",6,0.01%
DefaultPhoneNotifier,Subssistema Automotivo (AAOS),com.android.phone,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",6,0.01%
StatusBarIconController,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
ScanResultUtil,Integridade e Estabilidade,system_server,"Encerramento forçado de processos, ANR, tombstone de crashes e LowMemoryKiller (PSI).",6,0.01%
CarrierSignalAgent,Subssistema Automotivo (AAOS),com.android.phone,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",6,0.01%
jank_cuj_events_end_request,Outros / Serviços Gerais do SO,"com.android.systemui (66.7%), com.android.car.settings (16.7%), com.google.android.car.kitchensink (16.7%)",Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
MediaSessionStack,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",6,0.01%
Assistant,Outros / Serviços Gerais do SO,android.ext.services,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
bt_gd_shim,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
rfcomm_port_utils,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
AidlBufferPoolAcc,Outros / Serviços Gerais do SO,"mediaswcodec (33.3%), system_server (33.3%), com.android.systemui (33.3%)",Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
AdbDebuggingManager,Rede e Conexões,system_server,"Roteamento de rede (netd), DNS (resolv), regras de iptables e conexões de depuração (adbd).",6,0.01%
CarApp.H.Tem,Subssistema Automotivo (AAOS),com.android.car.templates.host,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",6,0.01%
WM-Schedulers,Outros / Serviços Gerais do SO,"com.android.providers.media.module (33.3%), com.android.statementservice (33.3%), com.android.devicelockcontroller (16.7%)",Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
HandoffController,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
CDM_TrustedDeviceStore,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",6,0.01%
ColorUtils,Outros / Serviços Gerais do SO,com.android.providers.media.module,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
PermissionEventCleanupJobService,Gestão de Usuários e Acesso,com.android.permissioncontroller,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",6,0.01%
GceEventReporter,Outros / Serviços Gerais do SO,"com.android.google.gce.gceservice (50.0%), servicemanager (50.0%)",Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
WifiScanRequestProxy,Integridade e Estabilidade,system_server,"Encerramento forçado de processos, ANR, tombstone de crashes e LowMemoryKiller (PSI).",6,0.01%
PasspointManager,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
DSRS-0,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,6,0.01%
service,Auditoria e SELinux,auditd,"Daemon de auditoria do kernel (auditd), checagem de AVC denials e políticas SELinux.",6,0.01%
x86/fpu,Outros / Serviços Gerais do SO,servicemanager,Eventos não categorizados em nenhuma categoria anterior.,5,0.01%
Bluetooth,Outros / Serviços Gerais do SO,servicemanager,Eventos não categorizados em nenhuma categoria anterior.,5,0.01%
usb1,Outros / Serviços Gerais do SO,servicemanager,Eventos não categorizados em nenhuma categoria anterior.,5,0.01%
test_meminit,Outros / Serviços Gerais do SO,servicemanager,Eventos não categorizados em nenhuma categoria anterior.,5,0.01%
usb2,Outros / Serviços Gerais do SO,servicemanager,Eventos não categorizados em nenhuma categoria anterior.,5,0.01%
libbinder.Binder,Criptografia e Chaves,"vold (20.0%), servicemanager (20.0%), pid:421 (20.0%)","Keystore2, KeyMint, File-Based Encryption (FBE) e montagem de storage (vold).",5,0.01%
